subject,field,value,source,observed,confidence,note
linnaeusstraat-83,phone,+31 20 468 4741,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
linnaeusstraat-83,coordinate,"52.359738,4.925739",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
linnaeusstraat-83,key_photo,PicturesOriginal/IMG_0441.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
linnaeusstraat-83,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
linnaeusstraat-83,coordinate,"52.3596667,4.9256667",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 351.9 deg true"
linnaeusstraat-83,photo_heading,351.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
van-ostadestraat-290,name,Nice Place,placesdata-2011,2011-07-18,0.7,
van-ostadestraat-290,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
van-ostadestraat-290,phone,+31 6 44 67 15 75,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
van-ostadestraat-290,coordinate,"52.353336,4.900022",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
van-ostadestraat-290,key_photo,PicturesOriginal/IMG_0642.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
van-ostadestraat-290,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
van-ostadestraat-290,coordinate,"52.3535,4.8995",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 110.9 deg true"
van-ostadestraat-290,photo_heading,110.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
czaar-peterstraat-122,name,Nogal Wiedes,placesdata-2011,2011-07-18,0.7,
czaar-peterstraat-122,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
czaar-peterstraat-122,phone,+31 20 626 0448,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
czaar-peterstraat-122,coordinate,"52.370181,4.929987",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
czaar-peterstraat-122,key_photo,PicturesOriginal/IMG_0467.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
czaar-peterstraat-122,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
czaar-peterstraat-122,coordinate,"52.3703333,4.93",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 68.9 deg true"
czaar-peterstraat-122,photo_heading,68.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
zieseniskade-22,name,The Noon,placesdata-2011,2011-07-18,0.7,
zieseniskade-22,sort_name,Noon,placesdata-2011,2011-07-18,0.7,
zieseniskade-22,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
zieseniskade-22,phone,+31 20 422 3669,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
zieseniskade-22,website,http://thenoon.net,placesdata-2011,2011-07-18,0.4,
zieseniskade-22,coordinate,"52.361648,4.886119",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
zieseniskade-22,key_photo,PicturesOriginal/IMG_0867.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
zieseniskade-22,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
zieseniskade-22,coordinate,"52.3616667,4.8861667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 179.9 deg true"
zieseniskade-22,photo_heading,179.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
dusartstraat-57,name,Ocean,placesdata-2011,2011-07-18,0.7,
dusartstraat-57,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
dusartstraat-57,phone,+31 6 41 51 17 09,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
dusartstraat-57,coordinate,"52.350874,4.88928",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
dusartstraat-57,key_photo,PicturesOriginal/IMG_0547.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
dusartstraat-57,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
dusartstraat-57,coordinate,"52.351,4.8893333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 190.9 deg true"
dusartstraat-57,photo_heading,190.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
warmoesstraat-70,name,Het Oerwoud,placesdata-2011,2011-07-18,0.7,
warmoesstraat-70,sort_name,Oerwoud,placesdata-2011,2011-07-18,0.7,
warmoesstraat-70,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
warmoesstraat-70,phone,+31 20 428 8477,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
warmoesstraat-70,coordinate,"52.375111,4.897489",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-70,key_photo,PicturesOriginal/IMG_0010.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-70,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-70,coordinate,"52.375,4.8973333",photos-2009,2009-10-04,0.9,"own GPS, DOP 3.0, camera bearing 168.9 deg true"
warmoesstraat-70,photo_heading,168.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
amstelstraat-35,name,Old Amsterdam,placesdata-2011,2011-07-18,0.7,
amstelstraat-35,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
amstelstraat-35,phone,+31 20 622 0422,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
amstelstraat-35,coordinate,"52.36632,4.89957",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
amstelstraat-35,key_photo,PicturesOriginal/IMG_0048.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
amstelstraat-35,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
amstelstraat-35,coordinate,"52.3646667,4.8995",photos-2009,2009-10-04,0.6,"own GPS, DOP 10.0, camera bearing 249.9 deg true"
amstelstraat-35,photo_heading,249.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
oudekerksplein-54,name,The Old Church,placesdata-2011,2011-07-18,0.7,
oudekerksplein-54,sort_name,Old Church,placesdata-2011,2011-07-18,0.7,
oudekerksplein-54,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudekerksplein-54,phone,+31 20 420 1264,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudekerksplein-54,coordinate,"52.373857,4.897689",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudekerksplein-54,key_photo,PicturesOriginal/IMG_0277.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oudekerksplein-54,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oudekerksplein-54,coordinate,"52.374,4.8976667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 225.9 deg true"
oudekerksplein-54,photo_heading,225.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
ooievaarsweg-10,name,Het Ooiervaartje,placesdata-2011,2011-07-18,0.7,
ooievaarsweg-10,sort_name,Ooiervaartje,placesdata-2011,2011-07-18,0.7,
ooievaarsweg-10,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
ooievaarsweg-10,phone,+31 20 637 2215,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
ooievaarsweg-10,coordinate,"52.38354,4.912505",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
ooievaarsweg-10,key_photo,PicturesOriginal/IMG_1279.JPG,photos-2009,2009-10-18,1.0,Apple iPhone 3GS
ooievaarsweg-10,trading,true,photos-2009,2009-10-18,1.0,"photographed open; presence attested, not a claim about today"
ooievaarsweg-10,coordinate,"52.3838333,4.9123333",photos-2009,2009-10-18,0.6,"own GPS, camera bearing 276.9 deg true"
ooievaarsweg-10,photo_heading,276.9,photos-2009,2009-10-18,1.0,the shopfront lies along this bearing from the fix
reguliersdwarsstraat-6,name,The Otherside,placesdata-2011,2011-07-18,0.7,
reguliersdwarsstraat-6,sort_name,Otherside,placesdata-2011,2011-07-18,0.7,
reguliersdwarsstraat-6,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
reguliersdwarsstraat-6,phone,+31 20 421 1014,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
reguliersdwarsstraat-6,coordinate,"52.366762,4.889097",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
reguliersdwarsstraat-6,key_photo,PicturesOriginal/IMG_0168.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
reguliersdwarsstraat-6,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
reguliersdwarsstraat-6,coordinate,"52.3673333,4.8898333",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 166.9 deg true"
reguliersdwarsstraat-6,photo_heading,166.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
nieuwe-herengracht-71,name,De Overkant Hortus,placesdata-2011,2011-07-18,0.7,
nieuwe-herengracht-71,sort_name,Overkant  Hortus,placesdata-2011,2011-07-18,0.7,
nieuwe-herengracht-71,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
nieuwe-herengracht-71,phone,+31 20 620 6577,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
nieuwe-herengracht-71,coordinate,"52.367352,4.906659",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
nieuwe-herengracht-71,key_photo,PicturesOriginal/IMG_0059.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
nieuwe-herengracht-71,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
nieuwe-herengracht-71,coordinate,"52.3673333,4.9066667",photos-2009,2009-10-04,0.9,"own GPS, DOP 5.0, camera bearing 169.9 deg true"
nieuwe-herengracht-71,photo_heading,169.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
balthasar-floriszstraat-10,name,Pacific,placesdata-2011,2011-07-18,0.7,
balthasar-floriszstraat-10,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
balthasar-floriszstraat-10,phone,+31 20 671 0318,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
balthasar-floriszstraat-10,coordinate,"52.352981,4.884539",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
balthasar-floriszstraat-10,key_photo,PicturesOriginal/IMG_0565.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
balthasar-floriszstraat-10,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
balthasar-floriszstraat-10,coordinate,"52.3531667,4.8848333",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 139.9 deg true"
balthasar-floriszstraat-10,photo_heading,139.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
van-der-helstplein-8,name,Papillon,placesdata-2011,2011-07-18,0.7,
van-der-helstplein-8,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
van-der-helstplein-8,coordinate,"52.351827,4.895078",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
van-der-helstplein-8,key_photo,PicturesOriginal/IMG_0543.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
van-der-helstplein-8,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
van-der-helstplein-8,coordinate,"52.3516667,4.8948333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 226.9 deg true"
van-der-helstplein-8,photo_heading,226.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
damstraat-8,name,Paradise,placesdata-2011,2011-07-18,0.7,
damstraat-8,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
damstraat-8,phone,+31 20 422 2297,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
damstraat-8,coordinate,"52.372218,4.894256",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
damstraat-8,key_photo,PicturesOriginal/IMG_1217.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
damstraat-8,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
damstraat-8,coordinate,"52.3723333,4.8945",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 277.9 deg true"
damstraat-8,photo_heading,277.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
1e-bloemdwarsstraat-2,name,Paradox,placesdata-2011,2011-07-18,0.7,
1e-bloemdwarsstraat-2,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
1e-bloemdwarsstraat-2,phone,+31 20 623 5639,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
1e-bloemdwarsstraat-2,website,http://www.paradoxcoffeeshop.com,placesdata-2011,2011-07-18,0.4,
1e-bloemdwarsstraat-2,coordinate,"52.37459,4.881147",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
1e-bloemdwarsstraat-2,key_photo,PicturesOriginal/IMG_1123.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
1e-bloemdwarsstraat-2,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
1e-bloemdwarsstraat-2,coordinate,"52.3745,4.8815",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 271.9 deg true"
1e-bloemdwarsstraat-2,photo_heading,271.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
haarlemmerstraat-6,name,Picaso,placesdata-2011,2011-07-18,0.7,
haarlemmerstraat-6,sort_name,Picasso,placesdata-2011,2011-07-18,0.7,
haarlemmerstraat-6,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
haarlemmerstraat-6,phone,+31 20 638 8079,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
haarlemmerstraat-6,coordinate,"52.379382,4.893973",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
haarlemmerstraat-6,key_photo,PicturesOriginal/IMG_0991.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
haarlemmerstraat-6,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
haarlemmerstraat-6,coordinate,"52.3795,4.8936667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 293.9 deg true"
haarlemmerstraat-6,photo_heading,293.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
oude-hoogstraat-5,name,Pick Up The Pieces,placesdata-2011,2011-07-18,0.7,
oude-hoogstraat-5,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oude-hoogstraat-5,phone,+31 20 626 0534,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oude-hoogstraat-5,coordinate,"52.371507,4.897289",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oude-hoogstraat-5,key_photo,PicturesOriginal/IMG_1231.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
oude-hoogstraat-5,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
oude-hoogstraat-5,coordinate,"52.3715,4.897",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 77.9 deg true"
oude-hoogstraat-5,photo_heading,77.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
3e-oosterparkstraat-73,name,The Point,placesdata-2011,2011-07-18,0.7,
3e-oosterparkstraat-73,sort_name,Point,placesdata-2011,2011-07-18,0.7,
3e-oosterparkstraat-73,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
3e-oosterparkstraat-73,phone,+31 20 693 5555,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
3e-oosterparkstraat-73,coordinate,"52.356408,4.916213",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
3e-oosterparkstraat-73,key_photo,PicturesOriginal/IMG_0493.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
3e-oosterparkstraat-73,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
3e-oosterparkstraat-73,coordinate,"52.356,4.9161667",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 25.9 deg true"
3e-oosterparkstraat-73,photo_heading,25.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
haarlemmerstraat-63,name,Popeye,placesdata-2011,2011-07-18,0.7,
haarlemmerstraat-63,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
haarlemmerstraat-63,phone,+31 20 320 6589,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
haarlemmerstraat-63,website,http://coffeeshop-popeye.nl,placesdata-2011,2011-07-18,0.4,
haarlemmerstraat-63,coordinate,"52.379929,4.892816",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
haarlemmerstraat-63,key_photo,PicturesOriginal/IMG_0982.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
haarlemmerstraat-63,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
haarlemmerstraat-63,coordinate,"52.38,4.8928333",photos-2009,2009-10-15,0.6,"own GPS, camera bearing 165.9 deg true"
haarlemmerstraat-63,photo_heading,165.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
wibautstraat-115,name,The Power,placesdata-2011,2011-07-18,0.7,
wibautstraat-115,sort_name,Power,placesdata-2011,2011-07-18,0.7,
wibautstraat-115,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
wibautstraat-115,phone,+31 20 694 0360,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
wibautstraat-115,coordinate,"52.355784,4.911634",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
wibautstraat-115,key_photo,PicturesOriginal/IMG_0489.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
wibautstraat-115,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
wibautstraat-115,coordinate,"52.3561667,4.9121667",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 322.9 deg true"
wibautstraat-115,photo_heading,322.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
surinamestraat-7,name,De Prijs,placesdata-2011,2011-07-18,0.7,
surinamestraat-7,sort_name,Prijs,placesdata-2011,2011-07-18,0.7,
surinamestraat-7,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
surinamestraat-7,phone,+31 20 669 0620,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
surinamestraat-7,coordinate,"52.357888,4.853938",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
